name,Composition,Majority composition,Closest competing phase distance,Farthest competing phase distance,Stoichiometry complexity index,Formation energy,Normalized formation energy,Gradient difference,Normalized gradient difference,Decomposition energy,Normalized decomposition energy,Atomic radius ratio,Atomic mass_avg,Electronegativity_avg,Atomic radius_avg,Ionization energy_avg,Electron affinity_avg,Melting temperature_avg,Boiling temperature_avg,Density_avg,Latent heat_avg,Atomic number_avg,Mendeleev number_avg,Periodic table row_avg,Periodic table column_avg,Molar volume_avg,Valence electrons_avg,Valence electrons s_avg,Valence electrons p_avg,Valence electrons d_avg,Valence electrons f_avg,Unfilled electrons s_avg,Unfilled electrons p_avg,Unfilled electrons d_avg,Unfilled electrons f_avg,Lattice average_avg,Lattice sdev_avg,Angle sdev_avg,Atomic mass_max,Electronegativity_max,Atomic radius_max,Ionization energy_max,Electron affinity_max,Melting temperature_max,Boiling temperature_max,Density_max,Latent heat_max,Atomic number_max,Mendeleev number_max,Periodic table row_max,Periodic table column_max,Molar volume_max,Valence electrons_max,Valence electrons s_max,Valence electrons p_max,Valence electrons d_max,Valence electrons f_max,Unfilled electrons s_max,Unfilled electrons p_max,Unfilled electrons d_max,Unfilled electrons f_max,Lattice average_max,Lattice sdev_max,Angle sdev_max,Atomic mass_min,Electronegativity_min,Atomic radius_min,Ionization energy_min,Electron affinity_min,Melting temperature_min,Boiling temperature_min,Density_min,Latent heat_min,Atomic number_min,Mendeleev number_min,Periodic table row_min,Periodic table column_min,Molar volume_min,Valence electrons_min,Valence electrons s_min,Valence electrons p_min,Valence electrons d_min,Valence electrons f_min,Unfilled electrons s_min,Unfilled electrons p_min,Unfilled electrons d_min,Unfilled electrons f_min,Lattice average_min,Lattice sdev_min,Angle sdev_min,Atomic mass_dif,Electronegativity_dif,Atomic radius_dif,Ionization energy_dif,Electron affinity_dif,Melting temperature_dif,Boiling temperature_dif,Density_dif,Latent heat_dif,Atomic number_dif,Mendeleev number_dif,Periodic table row_dif,Periodic table column_dif,Molar volume_dif,Valence electrons_dif,Valence electrons s_dif,Valence electrons p_dif,Valence electrons d_dif,Valence electrons f_dif,Unfilled electrons s_dif,Unfilled electrons p_dif,Unfilled electrons d_dif,Unfilled electrons f_dif,Lattice average_dif,Lattice sdev_dif,Angle sdev_dif,Melting,CommonPair,Congruency
AcNi3,0.25,0.25,0.25,0.25,4,-0.116799259,0.586259627,0.137482576,0.690077013,0.017185322,-0.086259627,1.595092025,100.7766875,1.7075,187.25,7.0225,0.6313355,1627,3257.25,9.2015,16.4,43.25,49.25,4.75,12.25,1.06E-05,8.25,2,0,6,0.25,0,6,4,13.75,0.3970825,5.10E-17,0,227.02775,1.91,260,7.64,0.942362,1728,3471,10.07,17.2,89,61,7,19,2.25E-05,10,2,0,8,1,0,6,10,14,0.5311,6.80E-17,0,58.693,1.1,163,5.17,0.52766,1324,3186,8.912,14,28,14,4,10,6.59E-06,3,2,0,0,0,0,6,2,13,0.35241,0,0,168.33475,0.81,97,2.47,0.414702,404,285,1.158,3.2,61,47,3,9,1.59E-05,7,0,0,8,1,0,0,8,1,0.17869,6.80E-17,0,,,
Ac2O3,0.4,0.1,0.4,0.6,5,-3.579764177,1,14.91568407,4.166666667,3.579764177,-1,1.710526316,100.4105,2.504,195.2,10.2388,1.13421296,562.216,1442.52,4.0288574,5.7332,40.4,57.8,4,17.2,0.0067266,4.8,2,2.4,0,0.4,0,3.6,10,13.6,0.62224,8.16E-17,0,227.02775,3.44,260,13.618,1.2621136,1324,3471,10.07,14,89,87,7,19,0.011196,6,2,4,0,1,0,6,10,14,0.683,1.36E-16,0,15.999,1.1,152,5.17,0.942362,54.36,90.2,0.001429,0.222,8,14,2,16,2.25E-05,3,2,0,0,0,0,2,10,13,0.5311,0,0,211.02875,2.34,108,8.448,0.3197516,1269.64,3380.8,10.068571,13.778,81,73,5,3,0.0111735,3,0,4,0,1,0,4,0,1,0.1519,1.36E-16,0,,,
AcP,0.5,0,0.5,0.5,2,-1.595828483,1,6.383313932,4,1.595828483,-1,1.444444444,129.000756,1.645,220,7.8285,0.745144,820.65,2012.325,5.945,7.32,52,48.5,5,17,1.98E-05,4,2,1.5,0,0.5,0,4.5,10,13.5,0.7224,0.157395736,1.600752427,227.02775,2.19,260,10.487,0.942362,1324,3471,10.07,14,89,83,7,19,2.25E-05,5,2,3,0,1,0,6,10,14,0.9137,0.314791471,3.201504854,30.973762,1.1,180,5.17,0.547926,317.3,553.65,1.82,0.64,15,14,3,15,1.70E-05,3,2,0,0,0,0,3,10,13,0.5311,0,0,196.053988,1.09,80,5.317,0.394436,1006.7,2917.35,8.25,13.36,74,69,4,4,5.50E-06,2,0,3,0,1,0,3,0,1,0.3826,0.314791471,3.201504854,,,
Ac3Pb,0.75,0.25,0.25,0.25,4,-0.252925028,0.525167591,0.096967348,0.201340725,0.012120918,-0.025167591,1.287128713,222.0208125,1.4075,245.5,5.73175,0.9762215,1143.1525,3108.75,10.388,11.6925,87.25,30.75,6.75,17.75,2.15E-05,3.25,2,0.5,2.5,4.25,0,5.5,7.5,9.75,0.522075,1.70E-17,0,227.02775,2.33,260,7.417,1.0778,1324,3471,11.342,14,89,81,7,19,2.25E-05,4,2,2,10,14,0,6,10,13,0.5311,6.80E-17,0,207,1.1,202,5.17,0.942362,600.61,2022,10.07,4.77,82,14,6,14,1.83E-05,3,2,0,0,1,0,4,0,0,0.495,0,0,20.02775,1.23,58,2.247,0.135438,723.39,1449,1.272,9.23,7,67,1,5,4.20E-06,1,0,2,10,13,0,2,10,13,0.0361,6.80E-17,0,,,
AcPb,0.5,0,0.25,0.25,2,-0.481608219,1,1.206087072,2.504290883,0.150760884,-0.31303636,1.287128713,217.013875,1.715,231,6.2935,1.010081,962.305,2746.5,10.706,9.385,85.5,47.5,6.5,16.5,2.04E-05,3.5,2,1,5,7.5,0,5,5,6.5,0.51305,3.40E-17,0,227.02775,2.33,260,7.417,1.0778,1324,3471,11.342,14,89,81,7,19,2.25E-05,4,2,2,10,14,0,6,10,13,0.5311,6.80E-17,0,207,1.1,202,5.17,0.942362,600.61,2022,10.07,4.77,82,14,6,14,1.83E-05,3,2,0,0,1,0,4,0,0,0.495,0,0,20.02775,1.23,58,2.247,0.135438,723.39,1449,1.272,9.23,7,67,1,5,4.20E-06,1,0,2,10,13,0,2,10,13,0.0361,6.80E-17,0,,,
AcPb3,0.25,0.25,0.25,0.25,4,-0.408769642,0.848759689,1.34372426,2.79007751,0.167965533,-0.348759689,1.287128713,212.0069375,2.0225,216.5,6.85525,1.0439405,781.4575,2384.25,11.024,7.0775,83.75,64.25,6.25,15.25,1.94E-05,3.75,2,1.5,7.5,10.75,0,4.5,2.5,3.25,0.504025,5.10E-17,0,227.02775,2.33,260,7.417,1.0778,1324,3471,11.342,14,89,81,7,19,2.25E-05,4,2,2,10,14,0,6,10,13,0.5311,6.80E-17,0,207,1.1,202,5.17,0.942362,600.61,2022,10.07,4.77,82,14,6,14,1.83E-05,3,2,0,0,1,0,4,0,0,0.495,0,0,20.02775,1.23,58,2.247,0.135438,723.39,1449,1.272,9.23,7,67,1,5,4.20E-06,1,0,2,10,13,0,2,10,13,0.0361,6.80E-17,0,,,
AcPd,0.5,0,0.25,0.5,2,-0.789039939,1,1.730270926,2.192881298,0.288378488,-0.365480216,1.287128713,166.723875,1.65,231,6.7535,0.929881,1576.025,3353.5,11.035,15.35,67.5,38,6,14.5,1.57E-05,6.5,2,0,4,0.5,0,6,6,13.5,0.460105,0,0,227.02775,2.2,260,8.337,0.942362,1828.05,3471,12,16.7,89,62,7,19,2.25E-05,10,2,0,8,1,0,6,10,14,0.5311,0,0,106.42,1.1,202,5.17,0.9174,1324,3236,10.07,14,46,14,5,10,8.85E-06,3,2,0,0,0,0,6,2,13,0.38911,0,0,120.60775,1.1,58,3.167,0.024962,504.05,235,1.93,2.7,43,48,2,9,1.37E-05,7,0,0,8,1,0,0,8,1,0.14199,0,0,,,
AcPd3,0.25,0.25,0.25,0.25,4,-0.750992177,0.951779675,2.85177766,3.614237402,0.356472207,-0.451779675,1.287128713,136.5719375,1.925,216.5,7.54525,0.9236405,1702.0375,3294.75,11.5175,16.025,56.75,50,5.5,12.25,1.23E-05,8.25,2,0,6,0.25,0,6,4,13.75,0.4246075,0,0,227.02775,2.2,260,8.337,0.942362,1828.05,3471,12,16.7,89,62,7,19,2.25E-05,10,2,0,8,1,0,6,10,14,0.5311,0,0,106.42,1.1,202,5.17,0.9174,1324,3236,10.07,14,46,14,5,10,8.85E-06,3,2,0,0,0,0,6,2,13,0.38911,0,0,120.60775,1.1,58,3.167,0.024962,504.05,235,1.93,2.7,43,48,2,9,1.37E-05,7,0,0,8,1,0,0,8,1,0.14199,0,0,,,
AcPt,0.5,0,0.25,0.5,2,-1.168557849,1,4.141328246,3.54396511,0.690221374,-0.590660852,1.244019139,211.053875,1.69,234.5,7.085,0.560181,1682.775,3784.5,15.765,17,83.5,38.5,6.5,14.5,1.59E-05,6.5,2,0,4,7.5,0,6,6,6.5,0.46193,0,0,227.02775,2.28,260,9,0.942362,2041.55,4098,21.46,20,89,63,7,19,2.25E-05,10,2,0,8,14,0,6,10,13,0.5311,0,0,195.08,1.1,209,5.17,0.178,1324,3471,10.07,14,78,14,6,10,9.25E-06,3,2,0,0,1,0,6,2,0,0.39276,0,0,31.94775,1.18,51,3.83,0.764362,717.55,627,11.39,6,11,49,1,9,1.33E-05,7,0,0,8,13,0,0,8,13,0.13834,0,0,,,
AcPt3,0.25,0.25,0.25,0.25,4,-0.717504712,0.614008722,1.0658063,0.912069779,0.133225788,-0.114008722,1.244019139,203.0669375,1.985,221.75,8.0425,0.3690905,1862.1625,3941.25,18.6125,18.5,80.75,50.75,6.25,12.25,1.26E-05,8.25,2,0,6,10.75,0,6,4,3.25,0.427345,0,0,227.02775,2.28,260,9,0.942362,2041.55,4098,21.46,20,89,63,7,19,2.25E-05,10,2,0,8,14,0,6,10,13,0.5311,0,0,195.08,1.1,209,5.17,0.178,1324,3471,10.07,14,78,14,6,10,9.25E-06,3,2,0,0,1,0,6,2,0,0.39276,0,0,31.94775,1.18,51,3.83,0.764362,717.55,627,11.39,6,11,49,1,9,1.33E-05,7,0,0,8,13,0,0,8,13,0.13834,0,0,,,
AcRh,0.5,0,0.5,0.5,2,-0.584207859,1,2.336831436,4,0.584207859,-1,1.333333333,164.966625,1.69,227.5,6.3145,0.687821,1780.5,3719.5,11.235,17.85,67,36.5,6,14,1.54E-05,6,2,0,3.5,0.5,0,6,6.5,13.5,0.455715,0,0,227.02775,2.28,260,7.459,0.942362,2237,3968,12.4,21.7,89,59,7,19,2.25E-05,9,2,0,7,1,0,6,10,14,0.5311,0,0,102.9055,1.1,195,5.17,0.43328,1324,3471,10.07,14,45,14,5,9,8.27E-06,3,2,0,0,0,0,6,3,13,0.38033,0,0,124.12225,1.18,65,2.289,0.509082,913,497,2.33,7.7,44,45,2,10,1.42E-05,6,0,0,7,1,0,0,7,1,0.15077,0,0,,,
AcS,0.5,0,0.1,0.5,2,-2.155269406,0.934537655,2.800819132,1.214451862,0.233401594,-0.101204322,1.444444444,129.548875,1.84,220,7.765,0.271181,856.18,2094.375,6.0685,7.865,52.5,51,5,17.5,1.95E-05,4.5,2,2,0,0.5,0,4,10,13.5,0.801316667,0.003660715,1.648335019,227.02775,2.58,260,10.36,0.942362,1324,3471,10.07,14,89,88,7,19,2.25E-05,6,2,4,0,1,0,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.1,180,5.17,-0.4,388.36,717.75,2.067,1.73,16,14,3,16,1.64E-05,3,2,0,0,0,0,2,10,13,0.5311,0,0,194.95775,1.48,80,5.19,1.342362,935.64,2753.25,8.003,12.27,73,74,4,3,6.10E-06,3,0,4,0,1,0,4,0,1,0.540433333,0.00732143,3.296670037,,,
Ac2S3,0.4,0.1,0.1,0.4,5,-2.306241374,1,7.275323115,3.154623448,0.582025849,-0.252369876,1.444444444,110.0531,1.988,212,8.284,0.1369448,762.616,1819.05,5.2682,6.638,45.2,58.4,4.6,17.2,1.88E-05,4.8,2,2.4,0,0.4,0,3.6,10,13.6,0.85536,0.004392858,1.978002022,227.02775,2.58,260,10.36,0.942362,1324,3471,10.07,14,89,88,7,19,2.25E-05,6,2,4,0,1,0,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.1,180,5.17,-0.4,388.36,717.75,2.067,1.73,16,14,3,16,1.64E-05,3,2,0,0,0,0,2,10,13,0.5311,0,0,194.95775,1.48,80,5.19,1.342362,935.64,2753.25,8.003,12.27,73,74,4,3,6.10E-06,3,0,4,0,1,0,4,0,1,0.540433333,0.00732143,3.296670037,,,
AcSb,0.5,0,0.5,0.5,2,-1.222717311,1,4.890869244,4,1.222717311,-1,1.262135922,174.393875,1.575,233,6.905,0.752251,1113.89,2665.5,8.3775,16.85,70,49.5,6,17,2.04E-05,4,2,1.5,5,0.5,0,4.5,5,13.5,0.597063334,0.201079552,8.66025404,227.02775,2.05,260,8.64,0.942362,1324,3471,10.07,19.7,89,85,7,19,2.25E-05,5,2,3,10,1,0,6,10,14,0.663026667,0.402159104,17.32050808,121.76,1.1,206,5.17,0.56214,903.78,1860,6.685,14,51,14,5,15,1.82E-05,3,2,0,0,0,0,3,0,13,0.5311,0,0,105.26775,0.95,54,3.47,0.380222,420.22,1611,3.385,5.7,38,71,2,4,4.30E-06,2,0,3,10,1,0,3,10,1,0.131926667,0.402159104,17.32050808,,,
AcSe,0.5,0,0.25,0.5,2,-1.869902689,1,6.97022611,3.727587618,1.161704352,-0.621264603,1.368421053,152.998875,1.825,225,7.461,1.089071,908.825,2214.5,7.4395,9.7,61.5,51.5,5.5,17.5,1.95E-05,4.5,2,2,5,0.5,0,4,5,13.5,0.49365,0.016956778,8.66025404,227.02775,2.55,260,9.752,1.23578,1324,3471,10.07,14,89,89,7,19,2.25E-05,6,2,4,10,1,0,6,10,14,0.5311,0.033913555,17.32050808,78.97,1.1,190,5.17,0.942362,493.65,958,4.809,5.4,34,14,4,16,1.64E-05,3,2,0,0,0,0,2,0,13,0.4562,0,0,148.05775,1.45,70,4.582,0.293418,830.35,2513,5.261,8.6,55,75,3,3,6.10E-06,3,0,4,10,1,0,4,10,1,0.0749,0.033913555,17.32050808,,,
AcSe3,0.25,0.25,0.25,0.25,4,-1.062297506,0.568103096,1.018769292,0.544824765,0.127346162,-0.068103096,1.368421053,115.9844375,2.1875,207.5,8.6065,1.1624255,701.2375,1586.25,6.12425,7.55,47.75,70.25,4.75,16.75,1.79E-05,5.25,2,3,7.5,0.25,0,3,2.5,13.75,0.474925,0.025435166,12.99038106,227.02775,2.55,260,9.752,1.23578,1324,3471,10.07,14,89,89,7,19,2.25E-05,6,2,4,10,1,0,6,10,14,0.5311,0.033913555,17.32050808,78.97,1.1,190,5.17,0.942362,493.65,958,4.809,5.4,34,14,4,16,1.64E-05,3,2,0,0,0,0,2,0,13,0.4562,0,0,148.05775,1.45,70,4.582,0.293418,830.35,2513,5.261,8.6,55,75,3,3,6.10E-06,3,0,4,10,1,0,4,10,1,0.0749,0.033913555,17.32050808,,,
AcSi,0.5,0,0.25,0.5,2,-0.322850646,0.958912797,0.590367668,1.753476782,0.098394611,-0.29224613,1.238095238,127.556375,1.5,235,6.661,-0.128819,1505.5,3504.5,6.1998,32.1,51.5,46,5,16.5,1.73E-05,3.5,2,1,0,0.5,0,5,10,13.5,0.537095,0,0,227.02775,1.9,260,8.152,0.942362,1687,3538,10.07,50.2,89,78,7,19,2.25E-05,4,2,2,0,1,0,6,10,14,0.54309,0,0,28.085,1.1,210,5.17,-1.2,1324,3471,2.3296,14,14,14,3,14,1.21E-05,3,2,0,0,0,0,4,10,13,0.5311,0,0,198.94275,0.8,50,2.982,2.142362,363,67,7.7404,36.2,75,64,4,5,1.04E-05,1,0,2,0,1,0,2,0,1,0.01199,0,0,,,
AcSi3,0.25,0.25,0.25,0.25,4,-0.336684052,1,1.402069832,4.164348812,0.175258729,-0.520543602,1.238095238,77.8206875,1.7,222.5,7.4065,-0.6644095,1596.25,3521.25,4.2647,41.15,32.75,62,4,15.25,1.47E-05,3.75,2,1.5,0,0.25,0,4.5,10,13.75,0.5400925,0,0,227.02775,1.9,260,8.152,0.942362,1687,3538,10.07,50.2,89,78,7,19,2.25E-05,4,2,2,0,1,0,6,10,14,0.54309,0,0,28.085,1.1,210,5.17,-1.2,1324,3471,2.3296,14,14,14,3,14,1.21E-05,3,2,0,0,0,0,4,10,13,0.5311,0,0,198.94275,0.8,50,2.982,2.142362,363,67,7.7404,36.2,75,64,4,5,1.04E-05,1,0,2,0,1,0,2,0,1,0.01199,0,0,,,
Ac3Sn,0.75,0.25,0.25,0.25,4,-0.355935322,0.542857228,0.224801668,0.342857825,0.028100209,-0.042857228,1.198156682,199.9483125,1.315,249.25,5.7135,0.992494,1119.27,3322,9.37425,12.25,79.25,30.5,6.5,17.75,2.09E-05,3.25,2,0.5,2.5,0.75,0,5.5,7.5,13.25,0.560555,0,0,227.02775,1.96,260,7.344,1.14289,1324,3471,10.07,14,89,80,7,19,2.25E-05,4,2,2,10,1,0,6,10,14,0.64892,0,0,118.71,1.1,217,5.17,0.942362,505.08,2875,7.287,7,50,14,5,14,1.62E-05,3,2,0,0,0,0,4,0,13,0.5311,0,0,108.31775,0.86,43,2.174,0.200528,818.92,596,2.783,7,39,66,2,5,6.30E-06,1,0,2,10,1,0,2,10,1,0.11782,0,0,,,
AcSn,0.5,0,0.25,0.25,2,-0.655670227,1,1.54055722,2.349591542,0.192569653,-0.293698943,1.198156682,172.868875,1.53,238.5,6.257,1.042626,914.54,3173,8.6785,10.5,69.5,47,6,16.5,1.94E-05,3.5,2,1,5,0.5,0,5,5,13.5,0.59001,0,0,227.02775,1.96,260,7.344,1.14289,1324,3471,10.07,14,89,80,7,19,2.25E-05,4,2,2,10,1,0,6,10,14,0.64892,0,0,118.71,1.1,217,5.17,0.942362,505.08,2875,7.287,7,50,14,5,14,1.62E-05,3,2,0,0,0,0,4,0,13,0.5311,0,0,108.31775,0.86,43,2.174,0.200528,818.92,596,2.783,7,39,66,2,5,6.30E-06,1,0,2,10,1,0,2,10,1,0.11782,0,0,,,
AcSn3,0.25,0.25,0.25,0.25,4,-0.570265827,0.869744886,1.939445708,2.957959089,0.242430713,-0.369744886,1.198156682,145.7894375,1.745,227.75,6.8005,1.092758,709.81,3024,7.98275,8.75,59.75,63.5,5.5,15.25,1.78E-05,3.75,2,1.5,7.5,0.25,0,4.5,2.5,13.75,0.619465,0,0,227.02775,1.96,260,7.344,1.14289,1324,3471,10.07,14,89,80,7,19,2.25E-05,4,2,2,10,1,0,6,10,14,0.64892,0,0,118.71,1.1,217,5.17,0.942362,505.08,2875,7.287,7,50,14,5,14,1.62E-05,3,2,0,0,0,0,4,0,13,0.5311,0,0,108.31775,0.86,43,2.174,0.200528,818.92,596,2.783,7,39,66,2,5,6.30E-06,1,0,2,10,1,0,2,10,1,0.11782,0,0,,,
AcTe,0.5,0,0.25,0.5,2,-1.493495795,1,5.435344234,3.639343514,0.905890706,-0.606557252,1.262135922,177.313875,1.6,233,7.09,1.123416,1023.33,2366,8.151,15.75,70.5,52,6,17.5,2.15E-05,4.5,2,2,5,0.5,0,4,5,13.5,0.512766667,0.042290907,8.66025404,227.02775,2.1,260,9.01,1.30447,1324,3471,10.07,17.5,89,90,7,19,2.25E-05,6,2,4,10,1,0,6,10,14,0.5311,0.084581814,17.32050808,127.6,1.1,206,5.17,0.942362,722.66,1261,6.232,14,52,14,5,16,2.04E-05,3,2,0,0,0,0,2,0,13,0.494433333,0,0,99.42775,1,54,3.84,0.362108,601.34,2210,3.838,3.5,37,76,2,3,2.10E-06,3,0,4,10,1,0,4,10,1,0.036666667,0.084581814,17.32050808,,,
AcTe3,0.25,0.25,0.25,0.25,4,-0.881407634,0.590164122,1.077277892,0.721312973,0.134659736,-0.090164122,1.262135922,152.4569375,1.85,219.5,8.05,1.213943,872.995,1813.5,7.1915,16.625,61.25,71,5.5,16.75,2.09E-05,5.25,2,3,7.5,0.25,0,3,2.5,13.75,0.5036,0.063436361,12.99038106,227.02775,2.1,260,9.01,1.30447,1324,3471,10.07,17.5,89,90,7,19,2.25E-05,6,2,4,10,1,0,6,10,14,0.5311,0.084581814,17.32050808,127.6,1.1,206,5.17,0.942362,722.66,1261,6.232,14,52,14,5,16,2.04E-05,3,2,0,0,0,0,2,0,13,0.494433333,0,0,99.42775,1,54,3.84,0.362108,601.34,2210,3.838,3.5,37,76,2,3,2.10E-06,3,0,4,10,1,0,4,10,1,0.036666667,0.084581814,17.32050808,,,
AcTl,0.5,0,0.25,0.5,2,-0.353529321,1,0.917700762,2.595826449,0.152950127,-0.432637742,1.326530612,215.705375,1.36,228,5.639,0.501379,950.5,2608.5,10.935,9.1,85,45,6.5,16,1.99E-05,3,2,0.5,5,7.5,0,5.5,5,6.5,0.4733,0.059928958,8.66025404,227.02775,1.62,260,6.108,0.942362,1324,3471,11.8,14,89,76,7,19,2.25E-05,3,2,1,10,14,0,6,10,13,0.5311,0.119857916,17.32050808,204.383,1.1,196,5.17,0.060396,577,1746,10.07,4.2,81,14,6,13,1.72E-05,3,2,0,0,1,0,5,0,0,0.4155,0,0,22.64475,0.52,64,0.938,0.881966,747,1725,1.73,9.8,8,62,1,6,5.30E-06,0,0,1,10,13,0,1,10,13,0.1156,0.119857916,17.32050808,,,
AcTl3,0.25,0.25,0.25,0.25,4,-0.300868791,0.851043388,0.992833044,2.808347103,0.124104131,-0.351043388,1.326530612,210.0441875,1.49,212,5.8735,0.2808875,763.75,2177.25,11.3675,6.65,83,60.5,6.25,14.5,1.85E-05,3,2,0.75,7.5,10.75,0,5.25,2.5,3.25,0.4444,0.089893437,12.99038106,227.02775,1.62,260,6.108,0.942362,1324,3471,11.8,14,89,76,7,19,2.25E-05,3,2,1,10,14,0,6,10,13,0.5311,0.119857916,17.32050808,204.383,1.1,196,5.17,0.060396,577,1746,10.07,4.2,81,14,6,13,1.72E-05,3,2,0,0,1,0,5,0,0,0.4155,0,0,22.64475,0.52,64,0.938,0.881966,747,1725,1.73,9.8,8,62,1,6,5.30E-06,0,0,1,10,13,0,1,10,13,0.1156,0.119857916,17.32050808,,,
AcZn,0.5,0,0.25,0.5,2,-0.257747144,0.935520067,0.444434268,1.613120401,0.074072378,-0.2688534,1.870503597,146.213875,1.375,199.5,7.282,0.221181,1008.34,2325.5,8.602,10.675,59.5,41.5,5.5,15.5,1.58E-05,7.5,2,0,5,0.5,0,6,5,13.5,0.43686,0.065861232,8.66025404,227.02775,1.65,260,9.394,0.942362,1324,3471,10.07,14,89,69,7,19,2.25E-05,12,2,0,10,1,0,6,10,14,0.5311,0.131722464,17.32050808,65.4,1.1,139,5.17,-0.5,692.68,1180,7.134,7.35,30,14,4,12,9.16E-06,3,2,0,0,0,0,6,0,13,0.34262,0,0,161.62775,0.55,121,4.224,1.442362,631.32,2291,2.936,6.65,59,55,3,7,1.33E-05,9,0,0,10,1,0,0,10,1,0.18848,0.131722464,17.32050808,,,
AcZn3,0.25,0.25,0.083333333,0.25,4,-0.275512149,1,0.330660617,1.2001671,0.020666289,-0.075010444,1.870503597,105.8069375,1.5125,169.25,8.338,-0.1394095,850.51,1752.75,7.868,9.0125,44.75,55.25,4.75,13.75,1.25E-05,9.75,2,0,7.5,0.25,0,6,2.5,13.75,0.38974,0.098791848,12.99038106,227.02775,1.65,260,9.394,0.942362,1324,3471,10.07,14,89,69,7,19,2.25E-05,12,2,0,10,1,0,6,10,14,0.5311,0.131722464,17.32050808,65.4,1.1,139,5.17,-0.5,692.68,1180,7.134,7.35,30,14,4,12,9.16E-06,3,2,0,0,0,0,6,0,13,0.34262,0,0,161.62775,0.55,121,4.224,1.442362,631.32,2291,2.936,6.65,59,55,3,7,1.33E-05,9,0,0,10,1,0,0,10,1,0.18848,0.131722464,17.32050808,,,
AcZn5,0.166666667,0.333333333,0.083333333,0.166666667,6,-0.253878766,0.921479386,1.263671996,4.586628938,0.070204,-0.254812718,1.870503597,92.33795839,1.558333333,159.1666667,8.689999999,-0.259606333,797.9000002,1561.833334,7.623333334,8.458333336,39.83333335,59.83333332,4.500000001,13.16666667,1.14E-05,10.5,2,0,8.33333333,0.166666667,0,6,1.66666667,13.83333333,0.374033333,0.10976872,14.43375673,227.02775,1.65,260,9.394,0.942362,1324,3471,10.07,14,89,69,7,19,2.25E-05,12,2,0,10,1,0,6,10,14,0.5311,0.131722464,17.32050808,65.4,1.1,139,5.17,-0.5,692.68,1180,7.134,7.35,30,14,4,12,9.16E-06,3,2,0,0,0,0,6,0,13,0.34262,0,0,161.62775,0.55,121,4.224,1.442362,631.32,2291,2.936,6.65,59,55,3,7,1.33E-05,9,0,0,10,1,0,0,10,1,0.18848,0.131722464,17.32050808,,,
AlAg2,0.666666667,0.166666667,0.333333333,0.666666667,3,-0.084744328,1,0.381349476,4.5,0.084744328,-1,1.069767442,80.90584603,1.823333333,176,7.046000001,1.631929932,1134.432333,2554,7.900666669,11.1,35.66666668,67.66666666,4.333333334,11.66666667,1.02E-05,8.333333336,1.333333333,0.333333333,6.66666667,0,0.666666667,5.666666667,3.33333333,14,0.407406667,0,0,107.868,1.93,184,7.576,3.4011898,1234.93,2792,10.501,11.3,47,73,5,13,1.03E-05,11,2,1,10,0,1,6,10,14,0.40863,0,0,26.981538,1.61,172,5.986,0.7473,933.437,2435,2.7,10.7,13,65,3,11,9.99E-06,3,1,0,0,0,0,5,0,14,0.40496,0,0,80.886462,0.32,12,1.59,2.6538898,301.493,357,7.801,0.6,34,8,2,2,3.10E-07,8,1,1,10,0,1,1,10,0,0.00367,0,0,,,
Ag3Au,0.75,0.25,0.25,0.25,4,-0.043939304,0.691314904,0.097278316,1.530519229,0.012159789,-0.191314904,1.036144578,130.1426425,2.0825,170.5,7.9885,0.641225,1260.53,2608.5,12.69625,11.6,55,65.25,5.25,11,1.03E-05,11,1,0,10,3.5,1,6,0,10.5,0.4084425,0,0,196.96657,2.54,172,9.226,0.7473,1337.33,3129,19.282,12.5,79,66,6,11,1.03E-05,11,1,0,10,14,1,6,0,14,0.40863,0,0,107.868,1.93,166,7.576,0.323,1234.93,2435,10.501,11.3,47,65,5,11,1.02E-05,11,1,0,10,0,1,6,0,0,0.40788,0,0,89.09857,0.61,6,1.65,0.4243,102.4,694,8.781,1.2,32,1,1,0,1.00E-07,0,0,0,0,14,0,0,0,14,0.00075,0,0,,,
AgAu,0.5,0,0.25,0.25,2,-0.063559029,1,0.131532352,2.069451879,0.016441544,-0.258681485,1.036144578,152.417285,2.235,169,8.401,0.53515,1286.13,2782,14.8915,11.9,63,65.5,5.5,11,1.03E-05,11,1,0,10,7,1,6,0,7,0.408255,0,0,196.96657,2.54,172,9.226,0.7473,1337.33,3129,19.282,12.5,79,66,6,11,1.03E-05,11,1,0,10,14,1,6,0,14,0.40863,0,0,107.868,1.93,166,7.576,0.323,1234.93,2435,10.501,11.3,47,65,5,11,1.02E-05,11,1,0,10,0,1,6,0,0,0.40788,0,0,89.09857,0.61,6,1.65,0.4243,102.4,694,8.781,1.2,32,1,1,0,1.00E-07,0,0,0,0,14,0,0,0,14,0.00075,0,0,,,
